Time,xPosition,xVelocity,xAcceleration
21815.879,-432.88004,-7.9365705E-8,-3.6379788E-12
21848.299,-432.88004,-7.948365E-8,-3.6379788E-12
21880.736,-432.88004,-7.9601655E-8,-3.6379788E-12
21913.117,-432.88004,-7.9719456E-8,-3.6379788E-12
21945.58,-432.88004,-7.9837555E-8,-3.6379788E-12
21978.012,-432.88004,-7.995554E-8,-3.6379788E-12
22010.459,-432.88004,-8.007358E-8,-3.6379788E-12
22042.93,-432.88004,-8.019171E-8,-3.6379788E-12
22075.373,-432.88004,-8.030974E-8,-3.6379788E-12
22107.75,-432.88004,-8.0427526E-8,-3.6379788E-12
22140.146,-432.88004,-8.0545384E-8,-3.6379788E-12
22172.559,-432.88004,-8.06633E-8,-3.6379788E-12
22204.98,-432.88004,-8.078125E-8,-3.6379788E-12
22237.465,-432.88004,-8.0899426E-8,-3.6379788E-12
22269.969,-432.88004,-8.1017674E-8,-3.6379788E-12
22302.473,-432.88004,-8.113592E-8,-3.6379788E-12
22335.084,-432.88004,-8.125456E-8,-3.6379788E-12
22367.709,-432.88004,-8.137325E-8,-3.6379788E-12
22400.307,-432.88004,-8.149184E-8,-3.6379788E-12
22432.86,-432.88004,-8.161027E-8,-3.6379788E-12
22465.393,-432.88004,-8.172862E-8,-3.6379788E-12
22497.863,-432.88004,-8.184675E-8,-3.6379788E-12
22530.352,-432.88004,-8.196494E-8,-3.6379788E-12
22562.83,-432.88004,-8.20831E-8,-3.6379788E-12
22595.236,-432.88004,-8.220099E-8,-3.6379788E-12
22627.676,-432.88004,-8.2319005E-8,-3.6379788E-12
22660.217,-432.88004,-8.243739E-8,-3.6379788E-12
22692.674,-432.88004,-8.255547E-8,-3.6379788E-12
22725.086,-432.88004,-8.267338E-8,-3.6379788E-12
22757.52,-432.88004,-8.2791374E-8,-3.6379788E-12
22789.93,-432.88004,-8.290928E-8,-3.6379788E-12
22822.309,-432.88004,-8.3027075E-8,-3.6379788E-12
22854.723,-432.88004,-8.3145E-8,-3.6379788E-12
22887.148,-432.88004,-8.326296E-8,-3.6379788E-12
22919.584,-432.88004,-8.338096E-8,-3.6379788E-12
22952.041,-432.88004,-8.349904E-8,-3.6379788E-12
22984.514,-432.88004,-8.3617174E-8,-3.6379788E-12
23016.947,-432.88004,-8.3735166E-8,-3.6379788E-12
23049.385,-432.88004,-8.385317E-8,-3.6379788E-12
23081.75,-432.88004,-8.397092E-8,-3.6379788E-12
23114.12,-432.88004,-8.4088676E-8,-3.6379788E-12
23146.492,-432.88004,-8.420645E-8,-3.6379788E-12
